Features,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
12.0,0.0026748095032231214,0.0009059467182319068,0.0022989795393545094,-0.0033652464532998323,-0.010531653509658742,-0.017458296328640925,0.21314364824823456,0.24524540030381403,-0.03326216592873045,-0.1505982741622081,-0.02430652203347671,-0.3469666525002881,0.14692767930645126,0.00592035191392623,-0.06060052768062091,0.042183613075035944,0.024849707810971712,-0.052388388729558685,-0.22345049096900874,-0.022623986717734662,0.012942505620671011,-0.10278646185251715,-0.03097497124164737,-0.11271688361187218,0.19784763758680293,-0.2801067480504879,-0.11067887057544328,0.015095040926104017
13.0,0.002710673418301695,0.001166380784885699,0.0037312749938594914,-0.003154426776591224,-0.004979518449468478,-0.03366316279440292,0.20649988404372918,0.1990408881645685,0.014142280160451546,-0.29006921569497385,-0.2780607491821268,-0.2050790485448707,-0.021324029516470906,-0.06929601983551976,-0.3113726795446345,-0.0016814990038240278,-0.008406967315248638,-0.10332240392416586,0.09267894609754951,-0.23325334964934105,0.05515531710992249,-0.0940025363009156,-0.10493333940759933,-0.07350533304549928,-0.2105706236504425,-0.14925063368276312,-0.30377686739324367,-0.003572954690687018
14.0,0.004587309881364987,-0.0008897642006309904,0.004473129577979945,-0.0022027127137037696,0.0006111427428957283,-0.043004384387021755,0.20102718366730485,0.1991983315945172,0.21272955185979253,-0.23003804183224347,-0.30335263530557516,-0.05021673340473133,-0.18807763122180518,0.007183284142255876,-0.11908802012703953,0.09607696689405962,-0.09924507802818068,0.059884603876564343,0.04385684857329258,-0.04691819126124166,0.06229021704285429,-0.000865638448785385,0.14994485539242908,0.10186219839530224,-0.3837120183396392,0.4486456196969427,0.17523221893420926,-0.08065120202482011
15.0,0.0020389566921894886,0.0026205805173712313,0.00180162642103378,-0.003810090549099267,0.00458669667118494,-0.02570145104201501,0.12651126372564783,0.2909875995469989,0.45215567569762827,0.08086303228429018,0.04149805872312157,-0.10298943763989596,-0.2964372451357409,0.05650132233023341,0.252486263310859,0.13681529859453384,-0.1683848240189999,0.28965411773457045,-0.19951554695142712,-0.1465909463221352,-0.1896792333816387,-0.09618626644298156,0.07658330461141877,-0.1611106794010548,0.3076156612720933,-0.049853845726575155,0.04253225609369306,0.049336524354057325
16.0,0.002255518377009102,0.0036707996903021754,7.477121880311708e-05,-0.0031812234046824034,0.008272281337565513,-0.017381224088492908,-0.014622558696097984,0.3211491112203071,0.3536660718170235,0.32501544121115716,-0.4141719368073364,0.14360800796170475,0.2409413746622117,0.19182672732801687,0.1118600716854322,-0.24643603349921106,0.055389998203983985,-0.07119226167387062,0.22589808944291773,0.3483053179314002,0.15561730724097428,0.024815689815240172,-0.19777289608689635,0.06569264968616455,0.05836537804688617,-0.12394711048415447,-0.0002823346461759886,-0.05705251465166281
17.0,0.002616097892920238,0.0035252059704611095,-0.0018539097146533015,-0.004909068814416518,0.002265829936707698,-0.005213031130483418,0.034817169526417,0.37808069541099404,-0.2948579187139594,0.4102842855401546,0.0875296864663717,0.1223541594383757,-0.027146298555908843,-0.11430328955742712,-0.13298883559180225,0.6923546793647871,-0.031772446760831664,0.06291832274433914,0.17586478197341956,0.044045325387137256,0.03593191315422785,-0.030692918109635297,-0.01011329498932946,0.06894115942691047,-0.0448967263115277,-0.01385734538073704,0.009751567902813743,-0.026957421964674284
18.0,0.004456212315742668,-0.0003258008081152734,-0.002783409337506191,-0.0028193671843095105,0.0020521176958413724,-0.008962202184860945,0.059636368126967536,0.38172128552552,-0.4191994080381993,0.24129375019414348,0.11045149400558549,-0.1588714797168784,-0.246127569295996,-0.2799812244850631,-0.03407970945822844,-0.6092720455144516,-0.07577362003814946,0.12204261437350515,0.10558725294412524,-0.04635072251071649,-0.08427689976576222,0.01938819755916295,-0.019025203787301315,-0.021237391916086503,0.005836496641331698,0.08767514155351162,0.047637118229369876,-0.022223710436610165
19.0,0.004040774837825359,-0.00036060372840308674,-0.0007008247485873765,0.0012040245739500187,0.003443322597135233,-0.012628958953665888,0.08750847029981935,0.14215605739523643,-0.40302419254880756,-0.21773358059144973,-0.1829217425413978,0.40571621286952775,-0.22043069973530993,0.5038546752368529,-0.049173789527693766,-0.025949757376336396,0.06385863367352637,0.06307175737306364,-0.36169245174036646,0.186334871098494,-0.17228789840207104,-0.05511249751030978,-0.17844885126076002,-0.062275084266577914,0.01767334404371981,-0.015121998072264865,0.04444801630891076,0.017987866447194016
20.0,0.0028661552041715902,-0.0012101514151553515,0.00034548581830134474,0.0002218783535423404,0.0006170408911668911,-0.007613928288699753,0.17832170067408054,0.14255519869001063,-0.1456604058635029,-0.31608956034425545,0.12378520633332797,0.19397286810587883,0.024652390203370986,0.02642754005376193,0.5996209109387746,0.04570969698393171,-0.19789036528960613,-0.39535281547152007,0.3921934001846223,-0.16703445648840518,-0.015478131254519172,-0.024019542698128116,-0.01427781499062964,-0.06862023751469737,-0.008486841296004263,-0.05435196088162615,-0.010311590792268338,-0.020291471176347078
21.0,0.0011194399631390367,0.00014556669150380994,0.0005881854661282958,0.00023087663132816358,-0.0014359657451110243,-0.009153071274648783,0.1912277311689434,0.09600912212598495,-0.04202615895712303,-0.2625564167993746,0.14205731222975218,0.054090565077903954,0.2254910890121262,-0.18931409519558753,0.06710719787841522,0.021792643548718692,-0.04929185716769257,0.29875705575717565,-0.0994992733778452,0.21034356196049753,0.4978470113981302,0.21243714100913963,-0.16878353016985928,-0.08191453551506031,0.19715453293241625,0.37126799011440514,0.004217143030566503,0.08160358909408955
